"","X.3","X.2","X.1","X","React","Reward","keyResponse","Bank","Subnum","Sex","Race","Ethnicity","Bonus","Condition","OptimChoice","Trial","Block","SubjID"
"238",238,238,238,238,476,450,2,16200,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,38,2,3
"239",239,239,239,239,670,450,2,16650,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,39,2,3
"240",240,240,240,240,677,250,4,16900,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,40,2,3
"241",241,241,241,241,517,250,4,17150,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,41,2,3
"242",242,242,242,242,1229,250,4,17400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,42,2,3
"243",243,243,243,243,645,300,3,17700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,43,2,3
"244",244,244,244,244,1292,500,1,18200,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,44,2,3
"245",245,245,245,245,915,200,2,18400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,45,2,3
"246",246,246,246,246,524,1500,4,19900,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,46,2,3
"247",247,247,247,247,1812,300,3,20200,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,47,2,3
"248",248,248,248,248,1331,500,1,20700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,48,2,3
"249",249,249,249,249,1366,450,2,21150,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,49,2,3
"250",250,250,250,250,462,250,4,21400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,50,2,3
"251",251,251,251,251,493,1300,3,22700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,51,3,3
"252",252,252,252,252,4133,0,1,22700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,52,3,3
"253",253,253,253,253,933,450,2,23150,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,53,3,3
"254",254,254,254,254,405,250,4,23400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,54,3,3
"255",255,255,255,255,613,300,3,23700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,55,3,3
"256",256,256,256,256,773,500,1,24200,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,56,3,3
"257",257,257,257,257,525,500,1,24700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,57,3,3
"258",258,258,258,258,1622,450,2,25150,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,58,3,3
"259",259,259,259,259,869,250,4,25400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,59,3,3
"260",260,260,260,260,13198,300,3,25700,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,60,3,3
"261",261,261,261,261,1348,250,4,25950,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,61,3,3
"262",262,262,262,262,1100,450,2,26400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,62,3,3
"263",263,263,263,263,508,500,1,26900,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,63,3,3
"264",264,264,264,264,611,500,1,27400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,64,3,3
"265",265,265,265,265,613,0,1,27400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,65,3,3
"266",266,266,266,266,765,200,2,27600,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,66,3,3
"267",267,267,267,267,9852,1500,4,29100,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,67,3,3
"268",268,268,268,268,996,300,3,29400,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,68,3,3
"269",269,269,269,269,1062,450,2,29850,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,69,3,3
"270",270,270,270,270,681,250,4,30100,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,70,3,3
"271",271,271,271,271,924,250,4,30350,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,71,3,3
"272",272,272,272,272,532,250,4,30600,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,72,3,3
"273",273,273,273,273,342,250,4,30850,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,73,3,3
"274",274,274,274,274,892,450,2,31300,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,74,3,3
"275",275,275,275,275,1163,500,1,31800,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,75,3,3
"276",276,276,276,276,1092,300,3,32100,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,76,4,3
"277",277,277,277,277,619,450,2,32550,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,77,4,3
"278",278,278,278,278,2451,500,1,33050,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,78,4,3
"279",279,279,279,279,732,450,2,33500,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,79,4,3
"280",280,280,280,280,627,1500,4,35000,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,80,4,3
"281",281,281,281,281,884,250,4,35250,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,81,4,3
"282",282,282,282,282,1108,250,4,35500,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,82,4,3
"283",283,283,283,283,2019,250,4,35750,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,83,4,3
"284",284,284,284,284,2187,250,4,36000,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,84,4,3
"285",285,285,285,285,669,1500,4,37500,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,85,4,3
"286",286,286,286,286,588,1300,3,38800,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,86,4,3
"287",287,287,287,287,1229,500,1,39300,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,87,4,3
"288",288,288,288,288,2109,500,1,39800,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,88,4,3
"289",289,289,289,289,843,200,2,40000,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,89,4,3
"290",290,290,290,290,845,250,4,40250,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,90,4,3
"291",291,291,291,291,782,300,3,40550,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,91,4,3
"292",292,292,292,292,733,450,2,41000,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,92,4,3
"293",293,293,293,293,1012,0,1,41000,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,93,4,3
"294",294,294,294,294,500,300,3,41300,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,94,4,3
"295",295,295,295,295,805,450,2,41750,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,95,4,3
"296",296,296,296,296,460,500,1,42250,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,96,4,3
"297",297,297,297,297,596,250,4,42500,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,97,4,3
"298",298,298,298,298,478,300,3,42800,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,98,4,3
"299",299,299,299,299,701,250,4,43050,3,"Female","White","Not Hispanic or Latino",3.5,"Control",1,99,4,3
"300",300,300,300,300,859,450,2,43500,3,"Female","White","Not Hispanic or Latino",3.5,"Control",0,100,4,3
"301",301,301,301,301,2381,500,1,500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,1,1,4
"302",302,302,302,302,2891,300,3,800,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,2,1,4
"303",303,303,303,303,891,500,1,1300,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,3,1,4
"304",304,304,304,304,525,450,2,1750,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,4,1,4
"305",305,305,305,305,739,250,4,2000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,5,1,4
"306",306,306,306,306,428,500,1,2500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,6,1,4
"307",307,307,307,307,797,300,3,2800,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,7,1,4
"308",308,308,308,308,388,500,1,3300,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,8,1,4
"309",309,309,309,309,413,0,1,3300,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,9,1,4
"310",310,310,310,310,579,450,2,3750,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,10,1,4
"311",311,311,311,311,2013,300,3,4050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,11,1,4
"312",312,312,312,312,349,500,1,4550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,12,1,4
"313",313,313,313,313,398,500,1,5050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,13,1,4
"314",314,314,314,314,570,500,1,5550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,14,1,4
"315",315,315,315,315,469,500,1,6050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,15,1,4
"316",316,316,316,316,420,0,1,6050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,16,1,4
"317",317,317,317,317,366,500,1,6550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,17,1,4
"318",318,318,318,318,357,500,1,7050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,18,1,4
"319",319,319,319,319,405,500,1,7550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,19,1,4
"320",320,320,320,320,2373,500,1,8050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,20,1,4
"321",321,321,321,321,915,300,3,8350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,21,1,4
"322",322,322,322,322,1103,0,1,8350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,22,1,4
"323",323,323,323,323,326,500,1,8850,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,23,1,4
"324",324,324,324,324,357,500,1,9350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,24,1,4
"325",325,325,325,325,396,500,1,9850,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,25,1,4
"326",326,326,326,326,413,500,1,10350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,26,2,4
"327",327,327,327,327,429,0,1,10350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,27,2,4
"328",328,328,328,328,357,500,1,10850,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,28,2,4
"329",329,329,329,329,340,500,1,11350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,29,2,4
"330",330,330,330,330,340,500,1,11850,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,30,2,4
"331",331,331,331,331,470,500,1,12350,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,31,2,4
"332",332,332,332,332,860,250,4,12600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",1,32,2,4
"333",333,333,333,333,588,0,1,12600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,33,2,4
"334",334,334,334,334,330,500,1,13100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,34,2,4
"335",335,335,335,335,356,500,1,13600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,35,2,4
"336",336,336,336,336,780,500,1,14100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,36,2,4
"337",337,337,337,337,327,500,1,14600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,37,2,4
"338",338,338,338,338,339,0,1,14600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,38,2,4
"339",339,339,339,339,726,450,2,15050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,39,2,4
"340",340,340,340,340,373,500,1,15550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,40,2,4
"341",341,341,341,341,467,500,1,16050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,41,2,4
"342",342,342,342,342,869,500,1,16550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,42,2,4
"343",343,343,343,343,1524,500,1,17050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,43,2,4
"344",344,344,344,344,500,0,1,17050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,44,2,4
"345",345,345,345,345,477,500,1,17550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,45,2,4
"346",346,346,346,346,492,500,1,18050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,46,2,4
"347",347,347,347,347,413,500,1,18550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,47,2,4
"348",348,348,348,348,414,450,2,19000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,48,2,4
"349",349,349,349,349,388,500,1,19500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,49,2,4
"350",350,350,350,350,477,0,1,19500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,50,2,4
"351",351,351,351,351,412,500,1,20000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,51,3,4
"352",352,352,352,352,363,500,1,20500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,52,3,4
"353",353,353,353,353,381,500,1,21000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,53,3,4
"354",354,354,354,354,361,500,1,21500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,54,3,4
"355",355,355,355,355,508,0,1,21500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,55,3,4
"356",356,356,356,356,317,500,1,22000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,56,3,4
"357",357,357,357,357,341,500,1,22500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,57,3,4
"358",358,358,358,358,500,500,1,23000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,58,3,4
"359",359,359,359,359,381,500,1,23500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,59,3,4
"360",360,360,360,360,421,200,2,23700,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,60,3,4
"361",361,361,361,361,435,0,1,23700,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,61,3,4
"362",362,362,362,362,356,500,1,24200,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,62,3,4
"363",363,363,363,363,316,500,1,24700,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,63,3,4
"364",364,364,364,364,340,500,1,25200,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,64,3,4
"365",365,365,365,365,386,500,1,25700,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,65,3,4
"366",366,366,366,366,660,450,2,26150,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,66,3,4
"367",367,367,367,367,1541,450,2,26600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,67,3,4
"368",368,368,368,368,373,0,1,26600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,68,3,4
"369",369,369,369,369,280,500,1,27100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,69,3,4
"370",370,370,370,370,197,500,1,27600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,70,3,4
"371",371,371,371,371,508,500,1,28100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,71,3,4
"372",372,372,372,372,1229,500,1,28600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,72,3,4
"373",373,373,373,373,340,0,1,28600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,73,3,4
"374",374,374,374,374,324,500,1,29100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,74,3,4
"375",375,375,375,375,419,500,1,29600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,75,3,4
"376",376,376,376,376,397,500,1,30100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,76,4,4
"377",377,377,377,377,420,500,1,30600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,77,4,4
"378",378,378,378,378,269,0,1,30600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,78,4,4
"379",379,379,379,379,332,500,1,31100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,79,4,4
"380",380,380,380,380,564,500,1,31600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,80,4,4
"381",381,381,381,381,357,500,1,32100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,81,4,4
"382",382,382,382,382,396,500,1,32600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,82,4,4
"383",383,383,383,383,477,0,1,32600,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,83,4,4
"384",384,384,384,384,931,500,1,33100,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,84,4,4
"385",385,385,385,385,348,450,2,33550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,85,4,4
"386",386,386,386,386,347,500,1,34050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,86,4,4
"387",387,387,387,387,405,500,1,34550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,87,4,4
"388",388,388,388,388,346,500,1,35050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,88,4,4
"389",389,389,389,389,340,0,1,35050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,89,4,4
"390",390,390,390,390,323,500,1,35550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,90,4,4
"391",391,391,391,391,525,500,1,36050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,91,4,4
"392",392,392,392,392,365,500,1,36550,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,92,4,4
"393",393,393,393,393,340,500,1,37050,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,93,4,4
"394",394,394,394,394,742,450,2,37500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,94,4,4
"395",395,395,395,395,357,0,1,37500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,95,4,4
"396",396,396,396,396,491,500,1,38000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,96,4,4
"397",397,397,397,397,5269,500,1,38500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,97,4,4
"398",398,398,398,398,309,500,1,39000,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,98,4,4
"399",399,399,399,399,317,500,1,39500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,99,4,4
"400",400,400,400,400,314,0,1,39500,4,"Male","White","Not Hispanic or Latino",-0.5,"Control",0,100,4,4
"401",401,401,401,401,3204,500,1,500,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,1,1,5
"402",402,402,402,402,1777,300,3,800,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,2,1,5
"403",403,403,403,403,1563,250,4,1050,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,3,1,5
"404",404,404,404,404,732,450,2,1500,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,4,1,5
"405",405,405,405,405,1228,300,3,1800,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,5,1,5
"406",406,406,406,406,860,500,1,2300,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,6,1,5
"407",407,407,407,407,485,500,1,2800,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,7,1,5
"408",408,408,408,408,413,500,1,3300,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,8,1,5
"409",409,409,409,409,461,0,1,3300,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,9,1,5
"410",410,410,410,410,671,250,4,3550,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,10,1,5
"411",411,411,411,411,469,450,2,4000,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,11,1,5
"412",412,412,412,412,780,450,2,4450,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,12,1,5
"413",413,413,413,413,437,450,2,4900,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,13,1,5
"414",414,414,414,414,485,200,2,5100,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,14,1,5
"415",415,415,415,415,422,300,3,5400,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,15,1,5
"416",416,416,416,416,524,250,4,5650,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",1,16,1,5
"417",417,417,417,417,436,500,1,6150,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,17,1,5
"418",418,418,418,418,500,500,1,6650,5,"Female","Black or African American","Not Hispanic or Latino",4.25,"Control",0,18,1,5
